query,candidate_doi,label,candidate_year,candidate_title,crossref_score,true_doi,candidate_rank,candidate_author,query_author
The Opioid Abuse Blame Game Arthur G. Lipman 2016,10.1515/9781400836819.24,0,2010.0,Chapter 2. Players in the Blame Game: Inside the World of Blame Avoidance,25.928766,10.3109/15360288.2015.1137379,4,,
The Opioid Abuse Blame Game Arthur G. Lipman 2016,10.4324/9780203977552-18,0,2005.0,Beyond blame,25.776945,10.3109/15360288.2015.1137379,5,,
The Opioid Abuse Blame Game Arthur G. Lipman 2016,10.1111/j.1526-4637.2001.1036-2.x,0,2008.0,"Opinion #1: Arthur Lipman, PharmD",25.643677,10.3109/15360288.2015.1137379,6,Arthur Lipman,
The Opioid Abuse Blame Game Arthur G. Lipman 2016,10.1057/9781137341808.0007,0,,The Blame Game,25.4606,10.3109/15360288.2015.1137379,7,,
The Opioid Abuse Blame Game Arthur G. Lipman 2016,10.7551/mitpress/10651.003.0008,0,2016.0,Imperialism and the Desert Blame Game,25.349884,10.3109/15360288.2015.1137379,8,,
The Opioid Abuse Blame Game Arthur G. Lipman 2016,10.64628/aa.7fayrp3fj,0,2016.0,Blame game rages as Culleton quits Pauline Hanson’s One Nation,25.203888,10.3109/15360288.2015.1137379,9,Michelle Grattan,
The Opioid Abuse Blame Game Arthur G. Lipman 2016,10.1046/j.1526-4637.2001.01036-2.x,0,2001.0,"Opinion #1: Arthur Lipman, PharmD",25.113785,10.3109/15360288.2015.1137379,10,Arthur Lipman,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.14260/jemds/2014/3530,1,2014.0,A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES,104.31513,10.14260/jemds/2014/3530,1,Saurabh Singh,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21275/sr23418000248,0,2023.0,Comparison of Dexmedetomidine and Clonidine as an Adjuvant to Bupivacaine in Supraclavicular Brachial Plexus Block for Upper Limb Surgeries,82.68946,10.14260/jemds/2014/3530,2,Devulapalli Janardhana Pradeep Subhaprada,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21088/ijaa.2349.8471.7220.18,0,2020.0,A Comparative Study of the Efficacy of Dexmedetomidine and Clonidine as an Adjuvant to Bupivacaine in Supraclavicular Brachial Plexus Block,77.5303,10.14260/jemds/2014/3530,3,,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.36106/ijsr/0402254,0,2022.0,COMPARISON OF EFFICACY OF DEXMEDETOMIDINE VS CLONIDINE AS AN ADJUVANT TO BUPIVACAINE IN ULTRASOUND GUIDED SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK,75.507706,10.14260/jemds/2014/3530,4,Navdeep Sharma,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21275/mr221127105345,0,2022.0,Comparison of effects of Dexmedetomidine and Clonidine as Adjuvants to Bupivacaine in Ultrasound Guided Supraclavicular Brachial Plexus Block,73.49241,10.14260/jemds/2014/3530,5,Prajwal Patel,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21088/ijaa.2349.8471.7420.6,0,2020.0,A Clinical Comparative Study of Dexmedetomidine and Buprenorphine as an Adjuvant to 0.5% Bupivacaine for Ultrasound Guided Supraclavicular Brachial Plexus Block,72.8819,10.14260/jemds/2014/3530,6,Vinod C N,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.18535/jmscr/v5i11.221,0,2017.0,Comparison of Dexmedetomidine and Fentanyl as an Adjuvant to 0.25% Bupivacaine in Supraclavicular Brachial Plexus Block,72.122925,10.14260/jemds/2014/3530,7,,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.7860/jcdr/2021/49215.15445,0,2021.0,Dexmedetomidine and Clonidine as an Adjuvant to Bupivacaine in Ultrasound Guided Supraclavicular Brachial Plexus Block- A Randomised Clinical Trial,70.21636,10.14260/jemds/2014/3530,8,Yuvaraj Shastri,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21088/ijaa.2349.8471.7420.20,0,2020.0,Comparison of Efficacy of Dexamethasone and Clonidine as an Adjuvant in Supraclavicular Brachial Plexus Block Using 0.5% Bupivacaine in Upper Limb Surgeries,69.93993,10.14260/jemds/2014/3530,9,Swetha Rajoli,
A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.18535/jmscr/v8i7.56,0,2020.0,A Comparative study between supraclavicular brachial plexus block with Bupivacaine plus dexamethasone and supraclavicular brachial plexus block with Bupivacaine alone,68.749626,10.14260/jemds/2014/3530,10,,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1055/s-0041-1729348,1,2021.0,Breast Cancer and Pregnancy: A Review,33.743725,10.1055/s-0041-1729348,1,Frederic Ivan L. Ting,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1007/s12609-021-00406-2,0,2021.0,Treatment of Pregnancy-Associated Breast Cancer,26.201202,10.1055/s-0041-1729348,2,Manali A. Bhave,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.52845/jmrhs/2022-5-4-16,0,2022.0,Management of Breast Cancer During Pregnancy,26.162262,10.1055/s-0041-1729348,3,,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1007/978-3-030-73147-2_58,0,2021.0,Pregnancy-Associated Breast Cancer (PABC) and Fertility Issues in Young Women After Breast Cancer,26.112043,10.1055/s-0041-1729348,4,Sevilay Altintas,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.4048/jbc.2022.25.e45,0,2022.0,Pregnancy After Breast Cancer – Prognostic Safety and Pregnancy Outcomes According to Oestrogen Receptor Status: A Systematic Review,25.478107,10.1055/s-0041-1729348,5,Katie Nolan,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1201/9781003210542-21,0,2021.0,Breast Cancer Management in Pregnancy and Young Women,25.345263,10.1055/s-0041-1729348,6,Karen S. Guice,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1007/978-3-030-84546-9_21,0,2022.0,Breast Cancer During Pregnancy and Lactation,25.27029,10.1055/s-0041-1729348,7,Yoon Seung Chang,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1007/s10549-007-9616-6,0,2008.0,Breast cancer in pregnancy: a literature review,25.125029,10.1055/s-0041-1729348,8,Andrea Molckovsky,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1007/s10549-021-06232-5,0,2021.0,Success and risks of pregnancy after breast cancer,25.091537,10.1055/s-0041-1729348,9,Chloe Leproux,
Breast Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1017/cbo9780511794995.024,0,2011.0,Breast cancer and pregnancy: critical review of the effects of prior and subsequent pregnancy on the prognosis of young women with breast tumor,24.843847,10.1055/s-0041-1729348,10,Nava Siegelmann-Danieli,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1186/1745-6215-13-180,1,2012.0,"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery",154.69337,10.1186/1745-6215-13-180,1,Mark Coburn,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1213/ane.0000000000007869,0,2025.0,Effect of Goal-Directed Intraoperative Blood Pressure Management on Postoperative Delirium in Older Patients Undergoing Hip Fracture Surgery: A Randomized Controlled Trial,84.63359,10.1186/1745-6215-13-180,2,Ziyu Huang,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.3389/fmed.2026.1763529,0,2026.0,Effect of preoperative warming combined with dexmedetomidine on postoperative delirium in elderly patients undergoing hip fracture surgery: a randomized controlled trial,83.08384,10.1186/1745-6215-13-180,3,Liying Sun,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1186/s12916-025-03946-x,0,2025.0,Effect of combination of multiple anti-inflammatory drugs strategy on postoperative delirium among older patients undergoing hip fracture surgery: a pilot randomized controlled trial,82.51261,10.1186/1745-6215-13-180,4,Ayixia Nawan,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.3389/fmed.2025.1558376,0,2025.0,Effect of transcranial direct current stimulation on postoperative delirium in elderly patients undergoing hip fracture surgery: study protocol for a randomized controlled trial,80.93378,10.1186/1745-6215-13-180,5,Li-Chao Xue,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1136/bmjopen-2018-022898,0,2019.0,"Comparison of combined lumbar and sacral plexus block with sedation versus general anaesthesia on postoperative outcomes in elderly patients undergoing hip fracture surgery (CLSB-HIPELD): study protocol for a prospective, multicentre, randomised controlled trial",78.01042,10.1186/1745-6215-13-180,6,Junfeng Zhang,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.26226/morressier.5b519f6bb1b87b000ecf175e,0,2018.0,THE EFFECT OF REGIONAL VERSUS GENERAL ANAESTHESIA ON POST-OPERATIVE DELIRIUM IN ELDERLY PATIENTS UNDERGOING SURGERY FOR HIP FRACTURE: A SYSTEMATIC REVIEW,77.84165,10.1186/1745-6215-13-180,7,Boyne ['Patel'],
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1186/s13063-026-09601-x,0,2026.0,"Nocturnal dexmedetomidine infusion versus placebo for prevention of postoperative delirium in elderly patients undergoing hip-fracture surgery: a protocol for a multicentre, randomized, double-blind trial",77.15773,10.1186/1745-6215-13-180,8,Jin-chao Song,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1136/bmjopen-2024-092159,0,2025.0,"Effect of intraoperative intravenous esketamine on postoperative delirium in older patients undergoing hip fracture surgery: protocol for a randomised, double-blind, placebo-controlled trial",76.69887,10.1186/1745-6215-13-180,9,Changhui Shao,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1136/bmjopen-2017-016937,0,2017.0,Comparison of regional with general anaesthesia on postoperative delirium (RAGA-delirium) in the older patients undergoing hip fracture surgery: study protocol for a multicentre randomised controlled trial,76.55665,10.1186/1745-6215-13-180,10,Ting Li,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.4103/2454-6798.180591,1,2016.0,An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India,110.48513,10.4103/2454-6798.180591,1,Abhiram Chakrabarti,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.15373/22778179/feb2014/119,0,2012.0,"The Role of Computed Tomography in management of Blunt Abdominal Trauma conducted at Government tertiary hospital, Western India : A prospective observational study",48.24157,10.4103/2454-6798.180591,2,,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.21275/sr24314190225,0,2024.0,Study of Ovarian Reserve Parameters among Women Suffering from Secondary Subfertility Presenting in Infertility Clinic in a Tertiary Health Care Centre in Eastern India: A Prospective Observational Study,46.7699,10.4103/2454-6798.180591,3,Shreeja Singh Ankit Kumar,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.5005/jp-journals-10071-25163,0,2026.0,An Observational Study on Diagnostic Accuracy of Lung Ultrasound Compared to High-resolution Computed Tomography Scan of Thorax in Patients Admitted with Respiratory Problems to Critical Care Unit of a Tertiary Care Hospital in Eastern India,45.120136,10.4103/2454-6798.180591,4,Antara Dhenki,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.7759/cureus.79276,0,2025.0,"Clinical Profile, Risk Factors, and Outcomes of Ectopic Pregnancy: A One-Year Observational Study From a Tertiary Care Hospital in Eastern India",44.757942,10.4103/2454-6798.180591,5,Neha Joshi,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.7759/cureus.41976,0,2023.0,Scrub Typhus in Children: A Prospective Observational Study in a Tertiary Care Hospital in Eastern India,43.60792,10.4103/2454-6798.180591,6,Jadab Kumar Jana,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.26611/10131011,0,2019.0,Role of multidetector computed tomography in assessment blunt abdominal trauma in a tertiary care hospital,43.322994,10.4103/2454-6798.180591,7,,
An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.21275/es24922102919,0,2024.0,Role of Dual Energy Computed Tomography in Detection of Pulmonary Thromboembolism - A Prospective Observational Study in a Tertiary Care Centre of Central India,43.304317,10.4103/2454-6798.180591,8,Prajwaleet Gour,
