query,source,candidate_id,label,candidate_year,candidate_title,true_id,candidate_rank,candidate_author,query_author,journal
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА 2025,crossref,10.47132/2588-0276_2024_2_10,0,2024.0,Metaphysics of Unity and the Christian Worldview: Experience of Interpretation in the Works of E. N. Trubetskoy and Priest Pavel Florensky,10.24866/1997-2857/2025-1/99-108,6,Н.Н. Павлюченков,Марина Владимировна ЖУКОВА,Русско-Византийский вестник
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА 2025,crossref,10.25136/2409-7144.2017.9.21348,0,2017.0,Тимкук Д.А. Диалогический аспект Африканского коммунитаризма в философии убунту,10.24866/1997-2857/2025-1/99-108,7,,Марина Владимировна ЖУКОВА,Социодинамика
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА 2025,crossref,10.37892/2713-2951-2-14-129-153,0,2023.0,КОММОДИФИКАЦИЯ ЯЗЫКОВ И ЯЗЫКОВОЙ ЛАНДШАФТ СТОЛИЦЫ МОНГОЛИИ,10.24866/1997-2857/2025-1/99-108,8,Хилханова Эржен Владимировна,Марина Владимировна ЖУКОВА,Sociolingvistika
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА 2025,crossref,10.25136/2409-8728.2018.3.25734,0,2018.0,Нехорошева К.И. Роль философии в развитии критического мышления: опыт Франции,10.24866/1997-2857/2025-1/99-108,9,,Марина Владимировна ЖУКОВА,Философская мысль
Цельное мировоззрение и религиозный опыт: языковой аспект в философии П.А. Флоренского Марина Владимировна ЖУКОВА 2025,crossref,10.22394/2074-7306-2019-1-4-154-159,0,2019.0,ON THE ISSUE OF CRIMINAL LIABILITY OF A LEGAL ENTITY: RUSSIAN AND FOREIGN EXPERIENCE,10.24866/1997-2857/2025-1/99-108,10,,Марина Владимировна ЖУКОВА,NORTH CAUCASUS LEGAL VESTNIK
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.1007/s13226-025-00763-z,1,2025.0,Recurrence relation for restrained domination polynomial of graphs,10.1007/s13226-025-00763-z,1,S. Velmurugan,S. Velmurugan,Indian Journal of Pure and Applied Mathematics
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.1142/s179383092250118x,0,2023.0,Restrained domination polynomial of join and corona of graphs,10.1007/s13226-025-00763-z,2,S. Velmurugan,S. Velmurugan,"Discrete Mathematics, Algorithms and Applications"
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.1007/978-3-030-51117-3_5,0,2020.0,Restrained and Total Restrained Domination in Graphs,10.1007/s13226-025-00763-z,3,Johannes H. Hattingh,S. Velmurugan,Developments in Mathematics
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.26524/cm10,0,2017.0,Restrained Domination Number of Some Path Related Graphs,10.1007/s13226-025-00763-z,4,Vaidya S K,S. Velmurugan,Journal of Computational Mathematica
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.12988/ijma.2015.57180,0,2015.0,Restrained locating-domination and restrained differentiating-domination in graphs,10.1007/s13226-025-00763-z,5,Stephanie A. Omega,S. Velmurugan,International Journal of Mathematical Analysis
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.1007/s10587-005-0029-6,0,2005.0,Remarks on restrained domination and total restrained domination in graphs,10.1007/s13226-025-00763-z,6,Bohdan Zelinka,S. Velmurugan,Czechoslovak Mathematical Journal
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.1080/09720529.2019.1681693,0,2019.0,Restrained domination polynomial in graphs,10.1007/s13226-025-00763-z,7,K. Kayathri,S. Velmurugan,Journal of Discrete Mathematical Sciences and Cryptography
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.36948/ijfmr.2025.v07i02.41412,0,2025.0,Doubly Restrained Domination in Graphs,10.1007/s13226-025-00763-z,8,Jessa Mae Leuveras,S. Velmurugan,International Journal For Multidisciplinary Research
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.2298/fil2501267s,0,2025.0,Total domination and minimal total domination polynomial of H-join graphs,10.1007/s13226-025-00763-z,9,Manikandan Subramanian,S. Velmurugan,Filomat
Recurrence relation for restrained domination polynomial of graphs S. Velmurugan 2025,crossref,10.2298/fil2524519a,0,2025.0,Domination and minimal domination polynomial of H-generalized join graphs,10.1007/s13226-025-00763-z,10,A. Selvakumar,S. Velmurugan,Filomat
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1484/j.bpm.5.113341,1,2016.0,"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition",10.1484/j.bpm.5.113341,1,Christopher D. Schabel,Christopher D. Schabel,Bulletin de Philosophie Médiévale
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1484/j.bpm.5.110807,0,2015.0,"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part I: Author, Text and Reception",10.1484/j.bpm.5.113341,2,Christopher D. Schabel,Christopher D. Schabel,Bulletin de Philosophie Médiévale
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.2307/j.ctv4rftdw.32,0,2018.0,Appendix 2:,10.1484/j.bpm.5.113341,3,,Christopher D. Schabel,Quaestiones de ente
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004322356_023,0,2016.0,Tabula quaestionum quarti libri Physicorum,10.1484/j.bpm.5.113341,4,Michiel Streijger,Christopher D. Schabel,"John Buridan, Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004322356_003,0,2016.0,Tabula quaestionum tertii libri Physicorum,10.1484/j.bpm.5.113341,5,Michiel Streijger,Christopher D. Schabel,"John Buridan, Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004262355_029,0,2015.0,&lt;Tabula quaestionum secundi libri Physicorum&gt;,10.1484/j.bpm.5.113341,6,Michiel Streijger,Christopher D. Schabel,"John Buridan, &lt;i&gt;Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)&lt;/i&gt;"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004262355_004,0,2015.0,&lt;Tabula quaestionum primi libri Physicorum&gt;,10.1484/j.bpm.5.113341,7,Michiel Streijger,Christopher D. Schabel,"John Buridan, &lt;i&gt;Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)&lt;/i&gt;"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1484/j.bpm.5.105349,0,2014.0,"5. Francesc Marbres, A.K.A. Iohannes Canonicus",10.1484/j.bpm.5.113341,8,Christopher D. Schabel,Christopher D. Schabel,Bulletin de Philosophie Médiévale
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004322356_040,0,2016.0,Indexes,10.1484/j.bpm.5.113341,9,Michiel Streijger,Christopher D. Schabel,"John Buridan, Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and the Textual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004702028_006,0,2024.0,Iohannis Buridani Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam) Libri V–VIII,10.1484/j.bpm.5.113341,10,Paul J.J.M. Bakker,Christopher D. Schabel,"John Buridan, &lt;i&gt;Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)&lt;/i&gt;"
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/jelf-2022-2066,1,2022.0,"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11)",10.1515/jelf-2022-2066,1,Miyuki Takino,Miyuki Takino,Journal of English as a Lingua Franca
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211,0,2020.0,Identity and Pragmatic Language Use,10.1515/jelf-2022-2066,2,Yoko Nogami,Miyuki Takino,
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-007,0,2020.0,Chapter 7. Identity and pragmatic language use through ELF,10.1515/jelf-2022-2066,3,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-002,0,2020.0,"Chapter 2. Language, identity and second language users through an ELF lens",10.1515/jelf-2022-2066,4,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-003,0,2020.0,Chapter 3. Exploring ELF users’ identities and pragmatic language use,10.1515/jelf-2022-2066,5,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.4324/9781351184335-13,0,2018.0,Identity and pragmatic language use among East Asian ELF speakers and its implications for English-medium education,10.1515/jelf-2022-2066,6,Yoko Nogami,Miyuki Takino,English-Medium Instruction from an English as a Lingua Franca Perspective
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501512520-007,0,2022.0,Pragmatic strategies of Asian ELF users in institutional settings,10.1515/jelf-2022-2066,7,Ke Ji,Miyuki Takino,Pragmatics in English as a Lingua Franca
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-204,0,2020.0,Notes,10.1515/jelf-2022-2066,8,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-fm,0,2020.0,Frontmatter,10.1515/jelf-2022-2066,9,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-202,0,2020.0,Acknowledgements,10.1515/jelf-2022-2066,10,,Miyuki Takino,Identity and Pragmatic Language Use
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.24985/ijass.2014.26.2.99,1,2014.0,Sports Talent Identification and Selection in Korea,10.24985/ijass.2014.26.2.99,1,Byounggoo Ko,Byounggoo Ko,IJASS(International Journal of Applied Sports Sciences)
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.24985/kjss.2016.27.4.714,0,2016.0,Cardiorespiratory Fitness Among Korean Adults: 2014-2015 Korea Institute of Sports Science Fitness Standards (KISS FitS) Project,10.24985/ijass.2014.26.2.99,2,박세정,Byounggoo Ko,Korean Journal of Sport Science
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.4324/9781315796253-26,0,2014.0,Talent identification and talent transfer,10.24985/ijass.2014.26.2.99,3,,Byounggoo Ko,Foundations of Sports Coaching
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.1007/s40279-014-0221-7,0,2014.0,Conventional and Genetic Talent Identification in Sports: Will Recent Developments Trace Talent?,10.24985/ijass.2014.26.2.99,4,Sarah Breitbach,Byounggoo Ko,Sports Medicine
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.1080/02640414.2014.908322,0,2014.0,Initial identification &amp; selection bias versus the eventual confirmation of talent: evidence for the benefits of a rocky road?,10.24985/ijass.2014.26.2.99,5,Neil McCarthy,Byounggoo Ko,Journal of Sports Sciences
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.1177/17479541261427009,0,2026.0,"Talent identification, talent selection, and talent development of early- and late-maturing players at a Norwegian elite soccer academy",10.24985/ijass.2014.26.2.99,6,Elias Williksen,Byounggoo Ko,International Journal of Sports Science &amp; Coaching
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.23736/s0022-4707.25.16996-x,0,2025.0,A qualitative study of talent identification and selection in youth soccer: talent scouts' perceptions,10.24985/ijass.2014.26.2.99,7,Walter STEENBOK,Byounggoo Ko,The Journal of Sports Medicine and Physical Fitness
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.1080/02640414.2014.964290,0,2014.0,Talent identification and selection process of outfield players and goalkeepers in a professional soccer club,10.24985/ijass.2014.26.2.99,8,Susana María Gil,Byounggoo Ko,Journal of Sports Sciences
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.14195/978-989-26-1169-3_8,0,,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,10.24985/ijass.2014.26.2.99,9,Vaclav Bunc,Byounggoo Ko,"Youth Sports: growth, maturation and talent"
Sports Talent Identification and Selection in Korea Byounggoo Ko 2014,crossref,10.14195/978-989-26-0506-7_8,0,2010.0,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,10.24985/ijass.2014.26.2.99,10,Vaclav Bunc,Byounggoo Ko,"Youth sports: growth, maturation and talent"
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1515/jnet-2015-0064,1,2016.0,Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity,10.1515/jnet-2015-0064,1,Antonio Brasiello,Antonio Brasiello,Journal of Non-Equilibrium Thermodynamics
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1063/1.5045963,0,2018.0,Application of the theory of stochastic processes possessing finite propagation velocity to transport problems in polymeric systems,10.1515/jnet-2015-0064,2,Antonio Brasiello,Antonio Brasiello,AIP Conference Proceedings
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1103/physrevx.12.021004,0,2022.0,Extended Poisson-Kac Theory: A Unifying Framework for Stochastic Processes with Finite Propagation Velocity,10.1515/jnet-2015-0064,3,Massimiliano Giona,Antonio Brasiello,Physical Review X
